code,name,market,sector33,sector17,size_category
1301.T,極洋,東証プライム,水産・農林業,食品,TOPIX Small 1
130A.T,Ｖｅｒｉｔａｓ　Ｉｎ　Ｓｉｌｉｃｏ,東証グロース,医薬品,医薬品,-
1332.T,ニッスイ,東証プライム,水産・農林業,食品,TOPIX Mid400
1333.T,Ｕｍｉｏｓ,東証プライム,水産・農林業,食品,TOPIX Mid400
135A.T,ＶＲＡＩＮ　Ｓｏｌｕｔｉｏｎ,東証グロース,情報・通信業,情報通信・サービスその他,-
1375.T,ユキグニファクトリー,東証プライム,水産・農林業,食品,TOPIX Small 2
1376.T,カネコ種苗,東証スタンダード,水産・農林業,食品,TOPIX Small 2
1377.T,サカタのタネ,東証プライム,水産・農林業,食品,TOPIX Small 1
1379.T,ホクト,東証プライム,水産・農林業,食品,TOPIX Small 2
137A.T,Ｃｏｃｏｌｉｖｅ,東証グロース,情報・通信業,情報通信・サービスその他,-
1380.T,秋川牧園,東証スタンダード,水産・農林業,食品,-
1381.T,アクシーズ,東証スタンダード,水産・農林業,食品,-
1382.T,ホーブ,東証スタンダード,水産・農林業,食品,-
1383.T,ベルグアース,東証スタンダード,水産・農林業,食品,-
1384.T,ホクリヨウ,東証スタンダード,水産・農林業,食品,-
138A.T,光フードサービス,東証グロース,小売業,小売,-
1401.T,エムビーエス,東証グロース,建設業,建設・資材,-
1407.T,ウエストホールディングス,東証スタンダード,建設業,建設・資材,-
1414.T,ショーボンドホールディングス,東証プライム,建設業,建設・資材,TOPIX Mid400
1417.T,ミライト・ワン,東証プライム,建設業,建設・資材,TOPIX Mid400
1418.T,インターライフホールディングス,東証スタンダード,建設業,建設・資材,-
1419.T,タマホーム,東証プライム,建設業,建設・資材,TOPIX Small 1
141A.T,トライアルホールディングス,東証グロース,小売業,小売,-
1420.T,サンヨーホームズ,東証スタンダード,建設業,建設・資材,-
1429.T,日本アクア,東証プライム,建設業,建設・資材,-
142A.T,ジンジブ,東証グロース,サービス業,情報通信・サービスその他,-
1430.T,ファーストコーポレーション,東証スタンダード,建設業,建設・資材,-
1431.T,Ｌｉｂ　Ｗｏｒｋ,東証グロース,建設業,建設・資材,-
1433.T,ベステラ,東証プライム,建設業,建設・資材,-
1434.T,ＪＥＳＣＯホールディングス,東証スタンダード,建設業,建設・資材,-
1435.T,ｒｏｂｏｔ　ｈｏｍｅ,東証スタンダード,不動産業,不動産,TOPIX Small 2
1436.T,グリーンエナジー＆カンパニー,東証グロース,建設業,建設・資材,-
1438.T,岐阜造園,東証スタンダード,建設業,建設・資材,-
143A.T,イシン,東証グロース,サービス業,情報通信・サービスその他,-
1443.T,技研ホールディングス,東証スタンダード,建設業,建設・資材,-
1444.T,ニッソウ,東証グロース,建設業,建設・資材,-
1446.T,キャンディル,東証スタンダード,建設業,建設・資材,-
1447.T,ＳＡＡＦホールディングス,東証グロース,建設業,建設・資材,-
1450.T,ＴＡＮＡＫＥＮ,東証スタンダード,建設業,建設・資材,-
145A.T,Ｌ　ｉｓ　Ｂ,東証グロース,情報・通信業,情報通信・サービスその他,-
146A.T,コロンビア・ワークス,東証スタンダード,不動産業,不動産,-
147A.T,ソラコム,東証グロース,情報・通信業,情報通信・サービスその他,-
148A.T,ハッチ・ワーク,東証グロース,情報・通信業,情報通信・サービスその他,-
1491.T,中外鉱業,東証スタンダード,非鉄金属,鉄鋼・非鉄,-
149A.T,シンカ,東証グロース,情報・通信業,情報通信・サービスその他,-
150A.T,ＪＳＨ,東証グロース,サービス業,情報通信・サービスその他,-
1514.T,住石ホールディングス,東証スタンダード,鉱業,エネルギー資源,TOPIX Small 2
1515.T,日鉄鉱業,東証プライム,鉱業,エネルギー資源,TOPIX Small 1
1518.T,三井松島ホールディングス,東証プライム,その他製品,情報通信・サービスその他,TOPIX Small 1
151A.T,ダイブ,東証グロース,サービス業,情報通信・サービスその他,-
153A.T,カウリス,東証グロース,情報・通信業,情報通信・サービスその他,-
155A.T,情報戦略テクノロジー,東証グロース,情報・通信業,情報通信・サービスその他,-
156A.T,マテリアルグループ,東証グロース,サービス業,情報通信・サービスその他,-
157A.T,グリーンモンスター,東証グロース,サービス業,情報通信・サービスその他,-
1605.T,ＩＮＰＥＸ,東証プライム,鉱業,エネルギー資源,TOPIX Mid400
160A.T,アズパートナーズ,東証スタンダード,サービス業,情報通信・サービスその他,-
1662.T,石油資源開発,東証プライム,鉱業,エネルギー資源,TOPIX Small 1
1663.T,Ｋ＆Ｏエナジーグループ,東証プライム,鉱業,エネルギー資源,TOPIX Small 1
166A.T,タスキホールディングス,東証グロース,不動産業,不動産,-
167A.T,リョーサン菱洋ホールディングス,東証プライム,卸売業,商社・卸売,TOPIX Small 1
168A.T,イタミアート,東証グロース,その他製品,情報通信・サービスその他,-
1711.T,ＳＤＳホールディングス,東証スタンダード,建設業,建設・資材,-
1716.T,第一カッター興業,東証スタンダード,建設業,建設・資材,TOPIX Small 2
1717.T,明豊ファシリティワークス,東証スタンダード,サービス業,情報通信・サービスその他,-
1718.T,美樹工業,東証スタンダード,建設業,建設・資材,-
1719.T,安藤・間,東証プライム,建設業,建設・資材,TOPIX Mid400
1720.T,東急建設,東証プライム,建設業,建設・資材,TOPIX Small 1
1721.T,コムシスホールディングス,東証プライム,建設業,建設・資材,TOPIX Mid400
1723.T,日本電技,東証スタンダード,建設業,建設・資材,-
1724.T,シンクレイヤ,東証スタンダード,建設業,建設・資材,-
1726.T,ビーアールホールディングス,東証プライム,建設業,建設・資材,-
1736.T,オーテック,東証スタンダード,建設業,建設・資材,-
173A.T,ハンモック,東証グロース,情報・通信業,情報通信・サービスその他,-
1758.T,太洋基礎工業,東証スタンダード,建設業,建設・資材,-
175A.T,Ｗｉｌｌ　Ｓｍａｒｔ,東証グロース,情報・通信業,情報通信・サービスその他,-
1762.T,高松コンストラクショングループ,東証プライム,建設業,建設・資材,TOPIX Small 2
1764.T,工藤建設,東証スタンダード,建設業,建設・資材,-
1766.T,東建コーポレーション,東証プライム,建設業,建設・資材,TOPIX Small 1
1768.T,ソネック,東証スタンダード,建設業,建設・資材,-
1770.T,藤田エンジニアリング,東証スタンダード,建設業,建設・資材,-
1773.T,ワイ・ティー・エル・コーポレーション・バーハッド,東証プライム,建設業,建設・資材,-
177A.T,コージンバイオ,東証グロース,化学,素材・化学,-
1780.T,ヤマウラ,東証プライム,建設業,建設・資材,TOPIX Small 2
1783.T,ｆａｎｔａｓｉｓｔａ,東証スタンダード,不動産業,不動産,-
1786.T,オリエンタル白石,東証プライム,建設業,建設・資材,TOPIX Small 2
1787.T,ナカボーテック,東証スタンダード,建設業,建設・資材,-
1788.T,三東工業社,東証スタンダード,建設業,建設・資材,-
1793.T,大本組,東証スタンダード,建設業,建設・資材,-
1795.T,マサル,東証スタンダード,建設業,建設・資材,-
1798.T,守谷商会,東証スタンダード,建設業,建設・資材,-
1799.T,第一建設工業,東証スタンダード,建設業,建設・資材,-
1801.T,大成建設,東証プライム,建設業,建設・資材,TOPIX Mid400
1802.T,大林組,東証プライム,建設業,建設・資材,TOPIX Mid400
1803.T,清水建設,東証プライム,建設業,建設・資材,TOPIX Mid400
1807.T,佐藤渡辺,東証スタンダード,建設業,建設・資材,-
1808.T,長谷工コーポレーション,東証プライム,建設業,建設・資材,TOPIX Mid400
1810.T,松井建設,東証スタンダード,建設業,建設・資材,TOPIX Small 2
1811.T,錢高組,東証スタンダード,建設業,建設・資材,-
1812.T,鹿島建設,東証プライム,建設業,建設・資材,TOPIX Mid400
1813.T,不動テトラ,東証プライム,建設業,建設・資材,TOPIX Small 2
1814.T,大末建設,東証プライム,建設業,建設・資材,-
1815.T,鉄建建設,東証プライム,建設業,建設・資材,TOPIX Small 2
1820.T,西松建設,東証プライム,建設業,建設・資材,TOPIX Mid400
1822.T,大豊建設,東証スタンダード,建設業,建設・資材,TOPIX Small 2
1826.T,佐田建設,東証スタンダード,建設業,建設・資材,-
1827.T,ナカノフドー建設,東証スタンダード,建設業,建設・資材,-
1828.T,田辺工業,東証スタンダード,建設業,建設・資材,-
1833.T,奥村組,東証プライム,建設業,建設・資材,TOPIX Small 1
1835.T,東鉄工業,東証プライム,建設業,建設・資材,TOPIX Small 1
1840.T,土屋ホールディングス,東証スタンダード,建設業,建設・資材,-
1844.T,大盛工業,東証スタンダード,建設業,建設・資材,-
1847.T,イチケン,東証スタンダード,建設業,建設・資材,-
1848.T,富士ピー・エス,東証スタンダード,建設業,建設・資材,-
184A.T,学びエイド,東証グロース,情報・通信業,情報通信・サービスその他,-
1850.T,南海辰村建設,東証スタンダード,建設業,建設・資材,-
1852.T,淺沼組,東証プライム,建設業,建設・資材,TOPIX Small 1
1853.T,森組,東証スタンダード,建設業,建設・資材,-
1860.T,戸田建設,東証プライム,建設業,建設・資材,TOPIX Mid400
1861.T,熊谷組,東証プライム,建設業,建設・資材,TOPIX Small 1
1866.T,北野建設,東証スタンダード,建設業,建設・資材,-
1867.T,植木組,東証スタンダード,建設業,建設・資材,-
186A.T,アストロスケールホールディングス,東証グロース,サービス業,情報通信・サービスその他,-
1870.T,矢作建設工業,東証プライム,建設業,建設・資材,TOPIX Small 1
1871.T,ピーエス・コンストラクション,東証プライム,建設業,建設・資材,TOPIX Small 2
1873.T,日本ハウスホールディングス,東証プライム,建設業,建設・資材,TOPIX Small 2
1878.T,大東建託,東証プライム,不動産業,不動産,TOPIX Mid400
1879.T,新日本建設,東証プライム,建設業,建設・資材,TOPIX Small 2
1882.T,東亜道路工業,東証プライム,建設業,建設・資材,TOPIX Small 1
1885.T,東亜建設工業,東証プライム,建設業,建設・資材,TOPIX Small 1
1887.T,日本国土開発,東証プライム,建設業,建設・資材,TOPIX Small 2
1888.T,若築建設,東証プライム,建設業,建設・資材,TOPIX Small 2
1893.T,五洋建設,東証プライム,建設業,建設・資材,TOPIX Mid400
1897.T,金下建設,東証スタンダード,建設業,建設・資材,-
1898.T,世紀東急工業,東証プライム,建設業,建設・資材,TOPIX Small 1
1899.T,福田組,東証プライム,建設業,建設・資材,TOPIX Small 2
189A.T,Ｄ＆Ｍカンパニー,東証グロース,サービス業,情報通信・サービスその他,-
1904.T,大成温調,東証スタンダード,建設業,建設・資材,-
1905.T,テノックス,東証スタンダード,建設業,建設・資材,-
1909.T,日本ドライケミカル,東証スタンダード,機械,機械,-
190A.T,Ｃｈｏｒｄｉａ　Ｔｈｅｒａｐｅｕｔｉｃｓ,東証グロース,医薬品,医薬品,-
1911.T,住友林業,東証プライム,建設業,建設・資材,TOPIX Mid400
1914.T,日本基礎技術,東証スタンダード,建設業,建設・資材,-
1921.T,巴コーポレーション,東証スタンダード,建設業,建設・資材,-
1925.T,大和ハウス工業,東証プライム,建設業,建設・資材,TOPIX Large70
1926.T,ライト工業,東証プライム,建設業,建設・資材,TOPIX Small 1
1928.T,積水ハウス,東証プライム,建設業,建設・資材,TOPIX Large70
1929.T,日特建設,東証プライム,建設業,建設・資材,TOPIX Small 2
192A.T,インテグループ,東証グロース,サービス業,情報通信・サービスその他,-
1930.T,北陸電気工事,東証プライム,建設業,建設・資材,TOPIX Small 2
1934.T,ユアテック,東証プライム,建設業,建設・資材,TOPIX Small 1
1938.T,日本リーテック,東証プライム,建設業,建設・資材,TOPIX Small 2
1939.T,四電工,東証プライム,建設業,建設・資材,TOPIX Small 2
1941.T,中電工,東証プライム,建設業,建設・資材,TOPIX Small 1
1942.T,関電工,東証プライム,建設業,建設・資材,TOPIX Mid400
1944.T,きんでん,東証プライム,建設業,建設・資材,TOPIX Mid400
1945.T,東京エネシス,東証プライム,建設業,建設・資材,TOPIX Small 2
1946.T,トーエネック,東証プライム,建設業,建設・資材,TOPIX Small 2
1948.T,弘電社,東証スタンダード,建設業,建設・資材,-
194A.T,ＷＯＬＶＥＳ　ＨＡＮＤ,東証グロース,サービス業,情報通信・サービスその他,-
1950.T,日本電設工業,東証プライム,建設業,建設・資材,TOPIX Small 1
1951.T,エクシオグループ,東証プライム,建設業,建設・資材,TOPIX Mid400
1952.T,新日本空調,東証プライム,建設業,建設・資材,TOPIX Small 1
1959.T,クラフティア,東証プライム,建設業,建設・資材,TOPIX Mid400
195A.T,ＭＵＳＣＡＴ　ＧＲＯＵＰ,東証グロース,サービス業,情報通信・サービスその他,-
1960.T,サンテック,東証スタンダード,建設業,建設・資材,-
1961.T,三機工業,東証プライム,建設業,建設・資材,TOPIX Small 1
1963.T,日揮ホールディングス,東証プライム,建設業,建設・資材,TOPIX Mid400
1964.T,中外炉工業,東証プライム,建設業,建設・資材,TOPIX Small 2
1965.T,テクノ菱和,東証スタンダード,建設業,建設・資材,-
1966.T,高田工業所,東証スタンダード,建設業,建設・資材,-
1967.T,ヤマト,東証スタンダード,建設業,建設・資材,-
1968.T,太平電業,東証プライム,建設業,建設・資材,TOPIX Small 1
1969.T,高砂熱学工業,東証プライム,建設業,建設・資材,TOPIX Mid400
196A.T,ＭＦＳ,東証グロース,その他金融業,金融（除く銀行）,-
1972.T,三晃金属工業,東証スタンダード,建設業,建設・資材,-
1975.T,朝日工業社,東証プライム,建設業,建設・資材,TOPIX Small 1
1976.T,明星工業,東証プライム,建設業,建設・資材,TOPIX Small 2
1979.T,大氣社,東証プライム,建設業,建設・資材,TOPIX Small 1
197A.T,タウンズ,東証スタンダード,医薬品,医薬品,-
1980.T,ダイダン,東証プライム,建設業,建設・資材,TOPIX Small 1
1981.T,協和日成,東証スタンダード,建設業,建設・資材,-
1982.T,日比谷総合設備,東証プライム,建設業,建設・資材,TOPIX Small 2
198A.T,ＰｏｓｔＰｒｉｍｅ,東証グロース,情報・通信業,情報通信・サービスその他,-
1992.T,神田通信機,東証スタンダード,建設業,建設・資材,-
1994.T,高橋カーテンウォール工業,東証スタンダード,建設業,建設・資材,-
1997.T,暁飯島工業,東証スタンダード,建設業,建設・資材,-
2001.T,ニップン,東証プライム,食料品,食品,TOPIX Small 1
2002.T,日清製粉グループ本社,東証プライム,食料品,食品,TOPIX Mid400
2003.T,日東富士製粉,東証スタンダード,食料品,食品,TOPIX Small 2
2004.T,昭和産業,東証プライム,食料品,食品,TOPIX Small 2
2009.T,鳥越製粉,東証スタンダード,食料品,食品,-
2053.T,中部飼料,東証プライム,食料品,食品,TOPIX Small 2
2055.T,日和産業,東証スタンダード,食料品,食品,-
205A.T,ロゴスホールディングス,東証グロース,建設業,建設・資材,-
2060.T,フィード・ワン,東証プライム,食料品,食品,TOPIX Small 2
206A.T,ＰＲＩＳＭ　ＢｉｏＬａｂ,東証グロース,医薬品,医薬品,-
208A.T,構造計画研究所ホールディングス,東証スタンダード,情報・通信業,情報通信・サービスその他,-
2108.T,日本甜菜製糖,東証プライム,食料品,食品,TOPIX Small 2
2109.T,ＤＭ三井製糖,東証プライム,食料品,食品,TOPIX Small 1
2112.T,塩水港精糖,東証スタンダード,食料品,食品,-
2114.T,フジ日本,東証スタンダード,食料品,食品,-
2117.T,ウェルネオシュガー,東証プライム,食料品,食品,TOPIX Small 2
211A.T,カドス・コーポレーション,東証スタンダード,建設業,建設・資材,-
2120.T,ＬＩＦＵＬＬ,東証プライム,サービス業,情報通信・サービスその他,TOPIX Small 2
2121.T,ＭＩＸＩ,東証プライム,情報・通信業,情報通信・サービスその他,TOPIX Small 1
2122.T,インタースペース,東証スタンダード,サービス業,情報通信・サービスその他,-
2124.T,ジェイエイシーリクルートメント,東証プライム,サービス業,情報通信・サービスその他,TOPIX Small 1
2127.T,日本Ｍ＆Ａセンターホールディングス,東証プライム,サービス業,情報通信・サービスその他,TOPIX Mid400
212A.T,フィットイージー,東証プライム,サービス業,情報通信・サービスその他,TOPIX Small 2
2130.T,メンバーズ,東証プライム,サービス業,情報通信・サービスその他,TOPIX Small 2
2134.T,北浜キャピタルパートナーズ,東証スタンダード,サービス業,情報通信・サービスその他,-
2136.T,ヒップ,東証スタンダード,サービス業,情報通信・サービスその他,-
2138.T,クルーズ,東証スタンダード,情報・通信業,情報通信・サービスその他,-
2139.T,中広,東証スタンダード,サービス業,情報通信・サービスその他,-
2146.T,ＵＴグループ,東証プライム,サービス業,情報通信・サービスその他,TOPIX Small 1
2148.T,アイティメディア,東証プライム,サービス業,情報通信・サービスその他,TOPIX Small 2
2152.T,幼児活動研究会,東証スタンダード,サービス業,情報通信・サービスその他,-
2153.T,Ｅ・Ｊホールディングス,東証プライム,サービス業,情報通信・サービスその他,TOPIX Small 2
2154.T,オープンアップグループ,東証プライム,サービス業,情報通信・サービスその他,TOPIX Small 1
2156.T,セーラー広告,東証スタンダード,サービス業,情報通信・サービスその他,-
2157.T,コシダカホールディングス,東証プライム,サービス業,情報通信・サービスその他,TOPIX Small 1
2158.T,ＦＲＯＮＴＥＯ,東証グロース,サービス業,情報通信・サービスその他,-
215A.T,タイミー,東証グロース,サービス業,情報通信・サービスその他,-
2160.T,ジーエヌアイグループ,東証グロース,医薬品,医薬品,-
2162.T,ｎｍｓ　ホールディングス,東証スタンダード,サービス業,情報通信・サービスその他,-
2163.T,アルトナー,東証プライム,サービス業,情報通信・サービスその他,-
2164.T,地域新聞社,東証スタンダード,サービス業,情報通信・サービスその他,-
2168.T,パソナグループ,東証プライム,サービス業,情報通信・サービスその他,TOPIX Small 1
2169.T,ＣＤＳ,東証スタンダード,サービス業,情報通信・サービスその他,-
2170.T,リンクアンドモチベーション,東証プライム,サービス業,情報通信・サービスその他,TOPIX Small 2
2173.T,博展,東証グロース,サービス業,情報通信・サービスその他,-
2175.T,エス・エム・エス,東証プライム,サービス業,情報通信・サービスその他,TOPIX Small 1
2179.T,成学社,東証スタンダード,サービス業,情報通信・サービスその他,-
2180.T,サニーサイドアップグループ,東証スタンダード,サービス業,情報通信・サービスその他,-
2181.T,パーソルホールディングス,東証プライム,サービス業,情報通信・サービスその他,TOPIX Mid400
2183.T,リニカル,東証スタンダード,サービス業,情報通信・サービスその他,-
2185.T,シイエム・シイ,東証スタンダード,サービス業,情報通信・サービスその他,-
2186.T,ソーバル,東証スタンダード,サービス業,情報通信・サービスその他,-
218A.T,Ｌｉｂｅｒａｗａｒｅ,東証グロース,精密機器,電機・精密,-
2193.T,クックパッド,東証スタンダード,サービス業,情報通信・サービスその他,TOPIX Small 2
2195.T,アミタホールディングス,東証グロース,サービス業,情報通信・サービスその他,-
2198.T,アイ・ケイ・ケイホールディングス,東証プライム,サービス業,情報通信・サービスその他,-
219A.T,Ｈｅａｒｔｓｅｅｄ,東証グロース,医薬品,医薬品,-
2201.T,森永製菓,東証プライム,食料品,食品,TOPIX Mid400
2204.T,中村屋,東証スタンダード,食料品,食品,TOPIX Small 2
2206.T,江崎グリコ,東証プライム,食料品,食品,TOPIX Mid400
2207.T,ｍｅｉｔｏ,東証プライム,食料品,食品,TOPIX Small 2
2208.T,ブルボン,東証スタンダード,食料品,食品,-
2209.T,井村屋グループ,東証プライム,食料品,食品,TOPIX Small 2
220A.T,Ｆａｂｅｒ　Ｃｏｍｐａｎｙ,東証スタンダード,情報・通信業,情報通信・サービスその他,-
2211.T,不二家,東証プライム,食料品,食品,TOPIX Small 2
2212.T,山崎製パン,東証プライム,食料品,食品,TOPIX Mid400
2215.T,第一屋製パン,東証スタンダード,食料品,食品,-
2216.T,カンロ,東証スタンダード,食料品,食品,-
2217.T,モロゾフ,東証プライム,食料品,食品,TOPIX Small 2
2220.T,亀田製菓,東証プライム,食料品,食品,TOPIX Small 1
2221.T,岩塚製菓,東証スタンダード,食料品,食品,-
2222.T,寿スピリッツ,東証プライム,食料品,食品,TOPIX Mid400
2224.T,コモ,東証スタンダード,食料品,食品,-
2226.T,湖池屋,東証スタンダード,食料品,食品,-
2229.T,カルビー,東証プライム,食料品,食品,TOPIX Mid400
2264.T,森永乳業,東証プライム,食料品,食品,TOPIX Mid400
2266.T,六甲バター,東証プライム,食料品,食品,TOPIX Small 2
2267.T,ヤクルト本社,東証プライム,食料品,食品,TOPIX Mid400
2268.T,Ｂ－Ｒ　サーティワン　アイスクリーム,東証スタンダード,食料品,食品,-
2269.T,明治ホールディングス,東証プライム,食料品,食品,TOPIX Mid400
2270.T,雪印メグミルク,東証プライム,食料品,食品,TOPIX Small 1
2281.T,プリマハム,東証プライム,食料品,食品,TOPIX Small 1
2282.T,日本ハム,東証プライム,食料品,食品,TOPIX Mid400
2286.T,林兼産業,東証スタンダード,食料品,食品,-
2288.T,丸大食品,東証プライム,食料品,食品,TOPIX Small 2
228A.T,オプロ,東証グロース,情報・通信業,情報通信・サービスその他,-
2291.T,福留ハム,東証スタンダード,食料品,食品,-
2292.T,Ｓ　Ｆｏｏｄｓ,東証プライム,食料品,食品,TOPIX Small 1
2293.T,滝沢ハム,東証スタンダード,食料品,食品,-
2294.T,柿安本店,東証プライム,食料品,食品,TOPIX Small 2
2296.T,伊藤ハム米久ホールディングス,東証プライム,食料品,食品,TOPIX Small 1
2300.T,きょくとう,東証スタンダード,サービス業,情報通信・サービスその他,-
2301.T,学情,東証プライム,サービス業,情報通信・サービスその他,TOPIX Small 2
2303.T,ドーン,東証スタンダード,情報・通信業,情報通信・サービスその他,-
2304.T,ＣＳＳホールディングス,東証スタンダード,サービス業,情報通信・サービスその他,-
2305.T,スタジオアリス,東証スタンダード,サービス業,情報通信・サービスその他,TOPIX Small 2
2307.T,クロスキャット,東証プライム,情報・通信業,情報通信・サービスその他,TOPIX Small 2
2311.T,エプコ,東証スタンダード,サービス業,情報通信・サービスその他,-
2315.T,ＣＡＩＣＡ　ＤＩＧＩＴＡＬ,東証スタンダード,情報・通信業,情報通信・サービスその他,-
2317.T,システナ,東証プライム,情報・通信業,情報通信・サービスその他,TOPIX Small 1
2321.T,ソフトフロントホールディングス,東証グロース,情報・通信業,情報通信・サービスその他,-
2323.T,ｆｏｎｆｕｎ,東証スタンダード,情報・通信業,情報通信・サービスその他,-
2325.T,ＮＪＳ,東証プライム,サービス業,情報通信・サービスその他,TOPIX Small 2
2326.T,デジタルアーツ,東証プライム,情報・通信業,情報通信・サービスその他,TOPIX Small 1
2327.T,日鉄ソリューションズ,東証プライム,情報・通信業,情報通信・サービスその他,TOPIX Mid400
2329.T,東北新社,東証スタンダード,情報・通信業,情報通信・サービスその他,-
2330.T,フォーサイド,東証スタンダード,情報・通信業,情報通信・サービスその他,-
2331.T,ＡＬＳＯＫ,東証プライム,サービス業,情報通信・サービスその他,TOPIX Mid400
2332.T,クエスト,東証スタンダード,情報・通信業,情報通信・サービスその他,-
2334.T,イオレ,東証グロース,サービス業,情報通信・サービスその他,-
2335.T,キューブシステム,東証プライム,情報・通信業,情報通信・サービスその他,TOPIX Small 2
2337.T,いちご,東証プライム,不動産業,不動産,TOPIX Small 1
2338.T,クオンタムソリューションズ,東証スタンダード,情報・通信業,情報通信・サービスその他,-
2340.T,極楽湯ホールディングス,東証スタンダード,サービス業,情報通信・サービスその他,-
2341.T,アルバイトタイムス,東証スタンダード,サービス業,情報通信・サービスその他,-
2342.T,トランスジェニックグループ,東証スタンダード,サービス業,情報通信・サービスその他,-
2345.T,ＨＯＤＬ１,東証スタンダード,情報・通信業,情報通信・サービスその他,-
2349.T,エヌアイデイ,東証スタンダード,情報・通信業,情報通信・サービスその他,-
2351.T,ＡＳＪ,東証スタンダード,情報・通信業,情報通信・サービスその他,-
2353.T,日本駐車場開発,東証プライム,不動産業,不動産,TOPIX Small 1
2354.T,ＹＥ　ＤＩＧＩＴＡＬ,東証スタンダード,情報・通信業,情報通信・サービスその他,-
2359.T,コア,東証プライム,情報・通信業,情報通信・サービスその他,TOPIX Small 2
2370.T,メディネット,東証グロース,サービス業,情報通信・サービスその他,-
2371.T,カカクコム,東証プライム,サービス業,情報通信・サービスその他,TOPIX Mid400
2373.T,ケア２１,東証スタンダード,サービス業,情報通信・サービスその他,-
2375.T,ギグワークス,東証スタンダード,サービス業,情報通信・サービスその他,-
2376.T,サイネックス,東証スタンダード,サービス業,情報通信・サービスその他,-
2378.T,ルネサンス,東証プライム,サービス業,情報通信・サービスその他,TOPIX Small 2
2379.T,ディップ,東証プライム,サービス業,情報通信・サービスその他,TOPIX Small 1
2384.T,ＳＢＳホールディングス,東証プライム,陸運業,運輸・物流,TOPIX Small 1
2385.T,総医研ホールディングス,東証グロース,サービス業,情報通信・サービスその他,-
2388.T,ウェッジホールディングス,東証グロース,その他金融業,金融（除く銀行）,-
2391.T,プラネット,東証スタンダード,サービス業,情報通信・サービスその他,-
2393.T,日本ケアサプライ,東証スタンダード,サービス業,情報通信・サービスその他,-
2395.T,新日本科学,東証プライム,サービス業,情報通信・サービスその他,TOPIX Small 2
2404.T,鉄人化ホールディングス,東証スタンダード,サービス業,情報通信・サービスその他,-
2408.T,ＫＧ情報,東証スタンダード,サービス業,情報通信・サービスその他,-
2410.T,キャリアデザインセンター,東証プライム,サービス業,情報通信・サービスその他,-
2411.T,ゲンダイエージェンシー,東証スタンダード,情報・通信業,情報通信・サービスその他,-
2413.T,エムスリー,東証プライム,サービス業,情報通信・サービスその他,TOPIX Mid400
2415.T,ヒューマンホールディングス,東証スタンダード,サービス業,情報通信・サービスその他,-
2418.T,ツカダ・グローバルホールディング,東証スタンダード,サービス業,情報通信・サービスその他,-
241A.T,ＲＯＸＸ,東証グロース,情報・通信業,情報通信・サービスその他,-
2424.T,ブラス,東証スタンダード,サービス業,情報通信・サービスその他,-
2425.T,ケアサービス,東証スタンダード,サービス業,情報通信・サービスその他,-
2428.T,ウェルネット,東証スタンダード,サービス業,情報通信・サービスその他,-
2429.T,ワールドホールディングス,東証プライム,サービス業,情報通信・サービスその他,TOPIX Small 2
2432.T,ディー・エヌ・エー,東証プライム,情報・通信業,情報通信・サービスその他,TOPIX Mid400
2433.T,博報堂ＤＹホールディングス,東証プライム,サービス業,情報通信・サービスその他,TOPIX Mid400
2435.T,シダー,東証スタンダード,サービス業,情報通信・サービスその他,-
2436.T,共同ピーアール,東証スタンダード,サービス業,情報通信・サービスその他,-
2437.T,Ｓｈｉｎｗａ　Ｗｉｓｅ　Ｈｏｌｄｉｎｇｓ,東証スタンダード,サービス業,情報通信・サービスその他,-
2438.T,アスカネット,東証グロース,サービス業,情報通信・サービスその他,-
2440.T,ぐるなび,東証スタンダード,サービス業,情報通信・サービスその他,TOPIX Small 2
2445.T,タカミヤ,東証スタンダード,サービス業,情報通信・サービスその他,TOPIX Small 2
2449.T,プラップジャパン,東証スタンダード,サービス業,情報通信・サービスその他,-
244A.T,グロースエクスパートナーズ,東証グロース,情報・通信業,情報通信・サービスその他,-
2454.T,オールアバウト,東証スタンダード,サービス業,情報通信・サービスその他,-
2459.T,アウンコンサルティング,東証スタンダード,サービス業,情報通信・サービスその他,-
245A.T,ＩＮＧＳ,東証グロース,小売業,小売,-
2461.T,ファンコミュニケーションズ,東証プライム,サービス業,情報通信・サービスその他,TOPIX Small 2
2462.T,ライク,東証プライム,サービス業,情報通信・サービスその他,TOPIX Small 2
2464.T,Ａｏｂａ‐ＢＢＴ,東証スタンダード,サービス業,情報通信・サービスその他,-
2469.T,ヒビノ,東証スタンダード,サービス業,情報通信・サービスその他,-
246A.T,アスア,東証グロース,サービス業,情報通信・サービスその他,-
2471.T,エスプール,東証プライム,サービス業,情報通信・サービスその他,TOPIX Small 2
2475.T,ＷＤＢホールディングス,東証プライム,サービス業,情報通信・サービスその他,TOPIX Small 2
2477.T,手間いらず,東証スタンダード,情報・通信業,情報通信・サービスその他,TOPIX Small 2
2479.T,ジェイテック,東証スタンダード,サービス業,情報通信・サービスその他,-
247A.T,Ａｉロボティクス,東証グロース,化学,素材・化学,-
2480.T,システム・ロケーション,東証スタンダード,情報・通信業,情報通信・サービスその他,-
2481.T,タウンニュース社,東証スタンダード,サービス業,情報通信・サービスその他,-
2483.T,翻訳センター,東証スタンダード,サービス業,情報通信・サービスその他,-
