code,name,market,sector33,sector17,size_category
6228.T,ジェイ・イー・ティ,東証スタンダード,機械,機械,-
6229.T,オーケーエム,東証スタンダード,機械,機械,-
6230.T,ＳＡＮＥＩ,東証スタンダード,機械,機械,-
6231.T,木村工機,東証スタンダード,機械,機械,-
6232.T,ＡＣＳＬ,東証グロース,機械,機械,-
6233.T,ＫＬＡＳＳ,東証スタンダード,機械,機械,-
6235.T,オプトラン,東証プライム,機械,機械,TOPIX Small 1
6237.T,イワキポンプ,東証プライム,機械,機械,TOPIX Small 2
6238.T,フリュー,東証プライム,機械,機械,TOPIX Small 2
6239.T,ナガオカ,東証スタンダード,機械,機械,-
6240.T,ヤマシンフィルタ,東証プライム,機械,機械,TOPIX Small 2
6245.T,ヒラノテクシード,東証スタンダード,機械,機械,-
6246.T,テクノスマート,東証スタンダード,機械,機械,-
6247.T,日阪製作所,東証プライム,機械,機械,TOPIX Small 2
6248.T,横田製作所,東証スタンダード,機械,機械,-
6249.T,ゲームカードホールディングス,東証スタンダード,機械,機械,-
6250.T,やまびこ,東証プライム,機械,機械,TOPIX Small 1
6254.T,野村マイクロ・サイエンス,東証プライム,機械,機械,TOPIX Small 1
6255.T,エヌ・ピー・シー,東証グロース,機械,機械,-
6257.T,藤商事,東証スタンダード,機械,機械,-
6258.T,平田機工,東証プライム,機械,機械,TOPIX Small 1
6262.T,ＰＥＧＡＳＵＳ,東証スタンダード,機械,機械,TOPIX Small 2
6264.T,マルマエ,東証プライム,機械,機械,TOPIX Small 2
6265.T,コンバム,東証スタンダード,機械,機械,-
6266.T,タツモ,東証プライム,機械,機械,TOPIX Small 2
6267.T,ゼネラルパッカー,東証スタンダード,機械,機械,-
6268.T,ナブテスコ,東証プライム,機械,機械,TOPIX Mid400
6269.T,三井海洋開発,東証プライム,機械,機械,TOPIX Mid400
6272.T,レオン自動機,東証プライム,機械,機械,TOPIX Small 2
6273.T,ＳＭＣ,東証プライム,機械,機械,TOPIX Large70
6276.T,シリウスビジョン,東証スタンダード,電気機器,電機・精密,-
6277.T,ホソカワミクロン,東証プライム,機械,機械,TOPIX Small 1
6278.T,ユニオンツール,東証プライム,機械,機械,TOPIX Small 1
6279.T,瑞光,東証プライム,機械,機械,TOPIX Small 2
6282.T,オイレス工業,東証プライム,機械,機械,TOPIX Small 1
6284.T,日精エー・エス・ビー機械,東証プライム,機械,機械,TOPIX Small 1
6286.T,靜甲,東証スタンダード,機械,機械,-
6287.T,サトー,東証プライム,機械,機械,TOPIX Small 1
6289.T,技研製作所,東証プライム,機械,機械,TOPIX Small 2
6291.T,日本エアーテック,東証スタンダード,機械,機械,TOPIX Small 2
6292.T,カワタ,東証スタンダード,機械,機械,-
6294.T,オカダアイヨン,東証プライム,機械,機械,-
6298.T,ワイエイシイホールディングス,東証プライム,機械,機械,TOPIX Small 2
6301.T,小松製作所,東証プライム,機械,機械,TOPIX Large70
6302.T,住友重機械工業,東証プライム,機械,機械,TOPIX Mid400
6305.T,日立建機,東証プライム,機械,機械,TOPIX Mid400
6306.T,日工,東証プライム,機械,機械,TOPIX Small 2
6307.T,サンセイ,東証スタンダード,機械,機械,-
6309.T,巴工業,東証プライム,機械,機械,TOPIX Small 2
6310.T,井関農機,東証プライム,機械,機械,TOPIX Small 2
6315.T,ＴＯＷＡ,東証プライム,機械,機械,TOPIX Small 1
6316.T,丸山製作所,東証スタンダード,機械,機械,-
6317.T,北川鉄工所,東証スタンダード,機械,機械,TOPIX Small 2
6322.T,タクミナ,東証スタンダード,機械,機械,-
6323.T,ローツェ,東証プライム,機械,機械,TOPIX Mid400
6324.T,ハーモニック・ドライブ・システムズ,東証プライム,機械,機械,TOPIX Small 2
6325.T,タカキタ,東証スタンダード,機械,機械,-
6326.T,クボタ,東証プライム,機械,機械,TOPIX Large70
6327.T,北川精機,東証スタンダード,機械,機械,-
6328.T,荏原実業,東証プライム,機械,機械,TOPIX Small 2
6330.T,東洋エンジニアリング,東証プライム,建設業,建設・資材,TOPIX Small 2
6331.T,三菱化工機,東証プライム,機械,機械,TOPIX Small 1
6332.T,月島ホールディングス,東証プライム,機械,機械,TOPIX Small 1
6333.T,ＴＥＩＫＯＫＵ,東証プライム,機械,機械,TOPIX Small 2
6334.T,明治機械,東証スタンダード,機械,機械,-
6335.T,東京機械製作所,東証スタンダード,機械,機械,-
6336.T,石井表記,東証スタンダード,機械,機械,-
6337.T,テセック,東証スタンダード,機械,機械,-
6338.T,タカトリ,東証スタンダード,機械,機械,-
6339.T,新東工業,東証プライム,機械,機械,TOPIX Small 2
6340.T,澁谷工業,東証プライム,機械,機械,TOPIX Small 2
6342.T,太平製作所,東証スタンダード,機械,機械,-
6343.T,フリージア・マクロス,東証スタンダード,機械,機械,-
6345.T,アイチ　コーポレーション,東証プライム,機械,機械,TOPIX Small 2
6346.T,キクカワエンタープライズ,東証スタンダード,機械,機械,-
6347.T,プラコー,東証スタンダード,機械,機械,-
6349.T,小森コーポレーション,東証プライム,機械,機械,TOPIX Small 1
6351.T,鶴見製作所,東証プライム,機械,機械,TOPIX Small 2
6356.T,日本ギア工業,東証スタンダード,機械,機械,-
6357.T,三精テクノロジーズ,東証スタンダード,機械,機械,-
6358.T,酒井重工業,東証プライム,機械,機械,TOPIX Small 2
6360.T,東京自働機械製作所,東証スタンダード,機械,機械,-
6361.T,荏原製作所,東証プライム,機械,機械,TOPIX Mid400
6363.T,酉島製作所,東証プライム,機械,機械,TOPIX Small 1
6364.T,ＡＩＲＭＡＮ,東証プライム,機械,機械,TOPIX Small 2
6365.T,電業社機械製作所,東証スタンダード,機械,機械,-
6366.T,千代田化工建設,東証スタンダード,建設業,建設・資材,-
6367.T,ダイキン工業,東証プライム,機械,機械,TOPIX Core30
6368.T,オルガノ,東証プライム,機械,機械,TOPIX Mid400
6369.T,トーヨーカネツ,東証プライム,機械,機械,TOPIX Small 2
6370.T,栗田工業,東証プライム,機械,機械,TOPIX Mid400
6371.T,椿本チエイン,東証プライム,機械,機械,TOPIX Small 1
6376.T,日機装,東証プライム,精密機器,電機・精密,TOPIX Small 1
6378.T,木村化工機,東証スタンダード,機械,機械,TOPIX Small 2
6379.T,レイズネクスト,東証プライム,建設業,建設・資材,TOPIX Small 2
6380.T,オリエンタルチエン工業,東証スタンダード,機械,機械,-
6381.T,アネスト岩田,東証プライム,機械,機械,TOPIX Small 2
6382.T,トリニティ工業,東証スタンダード,機械,機械,-
6383.T,ダイフク,東証プライム,機械,機械,TOPIX Mid400
6384.T,昭和真空,東証スタンダード,機械,機械,-
6387.T,サムコ,東証プライム,機械,機械,TOPIX Small 2
6390.T,加藤製作所,東証プライム,機械,機械,-
6391.T,加地テック,東証スタンダード,機械,機械,-
6392.T,ヤマダコーポレーション,東証スタンダード,機械,機械,-
6393.T,油研工業,東証スタンダード,機械,機械,-
6395.T,タダノ,東証プライム,機械,機械,TOPIX Small 1
6396.T,宇野澤組鐵工所,東証スタンダード,機械,機械,-
6400.T,不二精機,東証スタンダード,機械,機械,-
6402.T,兼松エンジニアリング,東証スタンダード,機械,機械,-
6403.T,水道機工,東証スタンダード,機械,機械,-
6405.T,鈴茂器工,東証スタンダード,機械,機械,-
6407.T,ＣＫＤ,東証プライム,機械,機械,TOPIX Small 1
6408.T,小倉クラッチ,東証スタンダード,機械,機械,-
6412.T,平和,東証プライム,機械,機械,TOPIX Small 1
6413.T,理想科学工業,東証プライム,機械,機械,TOPIX Small 2
6417.T,ＳＡＮＫＹＯ,東証プライム,機械,機械,TOPIX Mid400
6418.T,日本金銭機械,東証プライム,機械,機械,TOPIX Small 2
6419.T,マースグループホールディングス,東証プライム,機械,機械,TOPIX Small 1
6420.T,ガリレイ,東証プライム,機械,機械,TOPIX Small 1
6424.T,高見沢サイバネティックス,東証スタンダード,機械,機械,-
6425.T,ユニバーサルエンターテインメント,東証スタンダード,機械,機械,-
6428.T,オーイズミ,東証スタンダード,機械,機械,-
6430.T,ダイコク電機,東証プライム,機械,機械,TOPIX Small 2
6432.T,竹内製作所,東証プライム,機械,機械,TOPIX Small 1
6433.T,ヒーハイスト,東証スタンダード,機械,機械,-
6436.T,アマノ,東証プライム,機械,機械,TOPIX Mid400
6440.T,ＪＵＫＩ,東証プライム,機械,機械,TOPIX Small 2
6444.T,サンデン,東証スタンダード,機械,機械,-
6445.T,ジャノメ,東証プライム,機械,機械,TOPIX Small 2
6448.T,ブラザー工業,東証プライム,電気機器,電機・精密,TOPIX Mid400
6454.T,マックス,東証プライム,機械,機械,TOPIX Small 1
6455.T,モリタホールディングス,東証プライム,輸送用機器,自動車・輸送機,TOPIX Small 2
6457.T,グローリー,東証プライム,機械,機械,TOPIX Mid400
6458.T,新晃工業,東証プライム,機械,機械,TOPIX Small 1
6459.T,大和冷機工業,東証プライム,機械,機械,TOPIX Small 2
6460.T,セガサミーホールディングス,東証プライム,機械,機械,TOPIX Mid400
6463.T,ＴＰＲ,東証プライム,機械,機械,TOPIX Small 1
6464.T,ツバキ・ナカシマ,東証プライム,機械,機械,TOPIX Small 2
6465.T,ホシザキ,東証プライム,機械,機械,TOPIX Mid400
6466.T,ＴＶＥ,東証スタンダード,機械,機械,-
6467.T,ニチダイ,東証スタンダード,機械,機械,-
6469.T,放電精密加工研究所,東証スタンダード,機械,機械,-
6470.T,大豊工業,東証スタンダード,機械,機械,TOPIX Small 2
6471.T,日本精工,東証プライム,機械,機械,TOPIX Mid400
6472.T,ＮＴＮ,東証プライム,機械,機械,TOPIX Mid400
6473.T,ジェイテクト,東証プライム,機械,機械,TOPIX Mid400
6474.T,不二越,東証プライム,機械,機械,TOPIX Small 1
6479.T,ミネベアミツミ,東証プライム,電気機器,電機・精密,TOPIX Mid400
6480.T,日本トムソン,東証プライム,機械,機械,TOPIX Small 2
6481.T,ＴＨＫ,東証プライム,機械,機械,TOPIX Mid400
6482.T,ＹＵＳＨＩＮ,東証スタンダード,機械,機械,TOPIX Small 2
6484.T,ＫＶＫ,東証スタンダード,機械,機械,-
6485.T,前澤給装工業,東証スタンダード,機械,機械,TOPIX Small 2
6486.T,イーグル工業,東証プライム,機械,機械,TOPIX Small 1
6488.T,ヨシタケ,東証スタンダード,機械,機械,-
6490.T,ＰＩＬＬＡＲ,東証プライム,機械,機械,TOPIX Small 1
6492.T,岡野バルブ製造,東証スタンダード,機械,機械,-
6493.T,ＮＩＴＴＡＮ,東証スタンダード,輸送用機器,自動車・輸送機,-
6494.T,ＮＦＫホールディングス,東証スタンダード,機械,機械,-
6495.T,宮入バルブ製作所,東証スタンダード,機械,機械,-
6496.T,中北製作所,東証スタンダード,機械,機械,-
6497.T,ハマイ,東証スタンダード,機械,機械,-
6498.T,キッツ,東証プライム,機械,機械,TOPIX Small 1
6501.T,日立製作所,東証プライム,電気機器,電機・精密,TOPIX Core30
6503.T,三菱電機,東証プライム,電気機器,電機・精密,TOPIX Core30
6504.T,富士電機,東証プライム,電気機器,電機・精密,TOPIX Mid400
6505.T,東洋電機製造,東証スタンダード,電気機器,電機・精密,-
6506.T,安川電機,東証プライム,電気機器,電機・精密,TOPIX Mid400
6507.T,シンフォニアテクノロジー,東証プライム,電気機器,電機・精密,TOPIX Small 1
6508.T,明電舎,東証プライム,電気機器,電機・精密,TOPIX Small 1
6513.T,オリジン,東証スタンダード,電気機器,電機・精密,-
6516.T,山洋電気,東証プライム,電気機器,電機・精密,TOPIX Small 1
6517.T,デンヨー,東証プライム,電気機器,電機・精密,TOPIX Small 2
6518.T,三相電機,東証スタンダード,電気機器,電機・精密,-
6521.T,オキサイド,東証グロース,電気機器,電機・精密,-
6522.T,アスタリスク,東証グロース,電気機器,電機・精密,-
6523.T,ＰＨＣホールディングス,東証プライム,電気機器,電機・精密,TOPIX Small 1
6524.T,湖北工業,東証スタンダード,電気機器,電機・精密,-
6525.T,ＫＯＫＵＳＡＩ　ＥＬＥＣＴＲＩＣ,東証プライム,電気機器,電機・精密,TOPIX Mid400
6526.T,ソシオネクスト,東証プライム,電気機器,電機・精密,TOPIX Mid400
6532.T,ベイカレント,東証プライム,サービス業,情報通信・サービスその他,TOPIX Mid400
6533.T,Ｏｒｃｈｅｓｔｒａ　Ｈｏｌｄｉｎｇｓ,東証プライム,サービス業,情報通信・サービスその他,TOPIX Small 2
6535.T,アイモバイル,東証プライム,サービス業,情報通信・サービスその他,TOPIX Small 2
6537.T,ＷＡＳＨハウス,東証グロース,サービス業,情報通信・サービスその他,-
6538.T,ディスラプターズ,東証スタンダード,サービス業,情報通信・サービスその他,-
6539.T,ＭＳ－Ｊａｐａｎ,東証プライム,サービス業,情報通信・サービスその他,TOPIX Small 2
6540.T,船場,東証スタンダード,サービス業,情報通信・サービスその他,-
6543.T,日宣,東証スタンダード,サービス業,情報通信・サービスその他,-
6544.T,ジャパンエレベーターサービスホールディングス,東証プライム,サービス業,情報通信・サービスその他,TOPIX Mid400
6545.T,インターネットインフィニティー,東証グロース,サービス業,情報通信・サービスその他,-
6546.T,フルテック,東証スタンダード,サービス業,情報通信・サービスその他,-
6547.T,グリーンズ,東証スタンダード,サービス業,情報通信・サービスその他,-
6548.T,旅工房,東証グロース,サービス業,情報通信・サービスその他,-
6549.T,ディーエムソリューションズ,東証スタンダード,サービス業,情報通信・サービスその他,-
6551.T,ツナググループ・ホールディングス,東証スタンダード,サービス業,情報通信・サービスその他,-
6552.T,ＧａｍｅＷｉｔｈ,東証スタンダード,サービス業,情報通信・サービスその他,-
6554.T,エスユーエス,東証グロース,サービス業,情報通信・サービスその他,-
6555.T,ＭＳ＆Ｃｏｎｓｕｌｔｉｎｇ,東証スタンダード,サービス業,情報通信・サービスその他,-
6557.T,ＡＩＡＩグループ,東証グロース,サービス業,情報通信・サービスその他,-
6558.T,クックビズ,東証グロース,サービス業,情報通信・サービスその他,-
6560.T,エル・ティー・エス,東証プライム,サービス業,情報通信・サービスその他,TOPIX Small 2
6561.T,ＨＡＮＡＴＯＵＲ　ＪＡＰＡＮ,東証グロース,サービス業,情報通信・サービスその他,-
6562.T,ジーニー,東証グロース,サービス業,情報通信・サービスその他,-
6563.T,みらいワークス,東証グロース,サービス業,情報通信・サービスその他,-
6564.T,ミダックホールディングス,東証プライム,サービス業,情報通信・サービスその他,TOPIX Small 2
6566.T,要興業,東証スタンダード,サービス業,情報通信・サービスその他,-
6568.T,神戸天然物化学,東証グロース,サービス業,情報通信・サービスその他,-
6570.T,共和コーポレーション,東証スタンダード,サービス業,情報通信・サービスその他,-
6571.T,キュービーネットホールディングス,東証プライム,サービス業,情報通信・サービスその他,TOPIX Small 2
6572.T,オープングループ,東証プライム,サービス業,情報通信・サービスその他,TOPIX Small 2
6573.T,ＣＲＡＶＩＡ,東証グロース,サービス業,情報通信・サービスその他,-
6574.T,コンヴァノ,東証グロース,サービス業,情報通信・サービスその他,-
6577.T,ベストワンドットコム,東証グロース,サービス業,情報通信・サービスその他,-
6578.T,コレックホールディングス,東証スタンダード,サービス業,情報通信・サービスその他,-
6579.T,ログリー,東証グロース,サービス業,情報通信・サービスその他,-
6580.T,ライトアップ,東証グロース,サービス業,情報通信・サービスその他,-
6584.T,三櫻工業,東証プライム,輸送用機器,自動車・輸送機,TOPIX Small 2
6586.T,マキタ,東証プライム,機械,機械,TOPIX Mid400
6588.T,東芝テック,東証プライム,電気機器,電機・精密,TOPIX Small 1
6590.T,芝浦メカトロニクス,東証プライム,電気機器,電機・精密,TOPIX Small 1
6592.T,マブチモーター,東証プライム,電気機器,電機・精密,TOPIX Mid400
6594.T,ニデック,東証プライム,電気機器,電機・精密,-
6597.T,ＨＰＣシステムズ,東証グロース,電気機器,電機・精密,-
6599.T,エブレン,東証スタンダード,電気機器,電機・精密,-
6612.T,バルミューダ,東証グロース,電気機器,電機・精密,-
6613.T,ＱＤレーザ,東証グロース,電気機器,電機・精密,-
6614.T,シキノハイテック,東証スタンダード,電気機器,電機・精密,-
6615.T,ユー・エム・シー・エレクトロニクス,東証プライム,電気機器,電機・精密,TOPIX Small 2
6616.T,トレックス・セミコンダクター,東証プライム,電気機器,電機・精密,TOPIX Small 2
6617.T,東光高岳,東証プライム,電気機器,電機・精密,TOPIX Small 2
6619.T,ダブル・スコープ,東証プライム,電気機器,電機・精密,TOPIX Small 2
6620.T,宮越ホールディングス,東証プライム,不動産業,不動産,TOPIX Small 2
6622.T,ダイヘン,東証プライム,電気機器,電機・精密,TOPIX Small 1
6625.T,ＪＡＬＣＯホールディングス,東証スタンダード,不動産業,不動産,-
6626.T,ＳＥＭＩＴＥＣ,東証スタンダード,電気機器,電機・精密,-
6627.T,テラプローブ,東証スタンダード,電気機器,電機・精密,-
6629.T,テクノホライゾン,東証スタンダード,電気機器,電機・精密,-
6630.T,ヤーマン,東証プライム,電気機器,電機・精密,TOPIX Small 1
6632.T,ＪＶＣケンウッド,東証プライム,電気機器,電機・精密,TOPIX Mid400
6633.T,ＣＧＳホールディングス,東証スタンダード,電気機器,電機・精密,-
6634.T,ＪＮグループ,東証スタンダード,電気機器,電機・精密,-
6635.T,大日光・エンジニアリング,東証スタンダード,電気機器,電機・精密,-
6637.T,寺崎電気産業,東証スタンダード,電気機器,電機・精密,-
6638.T,ミマキエンジニアリング,東証プライム,電気機器,電機・精密,TOPIX Small 2
6643.T,戸上電機製作所,東証スタンダード,電気機器,電機・精密,-
6644.T,大崎電気工業,東証プライム,電気機器,電機・精密,TOPIX Small 2
6645.T,オムロン,東証プライム,電気機器,電機・精密,TOPIX Mid400
6647.T,森尾電機,東証スタンダード,電気機器,電機・精密,-
6648.T,かわでん,東証スタンダード,電気機器,電機・精密,-
6651.T,日東工業,東証プライム,電気機器,電機・精密,TOPIX Small 1
6652.T,ＩＤＥＣ,東証プライム,電気機器,電機・精密,TOPIX Small 1
6653.T,正興電機製作所,東証プライム,電気機器,電機・精密,-
6654.T,不二電機工業,東証スタンダード,電気機器,電機・精密,-
6656.T,インスペック,東証スタンダード,電気機器,電機・精密,-
6658.T,シライ電子工業,東証スタンダード,電気機器,電機・精密,-
6659.T,メディアリンクス,東証スタンダード,電気機器,電機・精密,-
6662.T,ユビテック,東証スタンダード,電気機器,電機・精密,-
6663.T,太洋テクノレックス,東証スタンダード,電気機器,電機・精密,-
6664.T,オプトエレクトロニクス,東証スタンダード,電気機器,電機・精密,-
6666.T,リバーエレテック,東証スタンダード,電気機器,電機・精密,-
6668.T,アドテック　プラズマ　テクノロジー,東証スタンダード,電気機器,電機・精密,-
6670.T,ＭＣＪ,東証スタンダード,電気機器,電機・精密,-
6674.T,ジーエス・ユアサ　コーポレーション,東証プライム,電気機器,電機・精密,TOPIX Mid400
6675.T,サクサ,東証スタンダード,電気機器,電機・精密,-
6676.T,ＢＵＦＦＡＬＯ,東証スタンダード,電気機器,電機・精密,TOPIX Small 2
6677.T,エスケーエレクトロニクス,東証スタンダード,電気機器,電機・精密,-
6678.T,テクノメディカ,東証スタンダード,電気機器,電機・精密,TOPIX Small 2
6694.T,ズーム,東証スタンダード,電気機器,電機・精密,-
6696.T,トラース・オン・プロダクト,東証グロース,電気機器,電機・精密,-
6699.T,ダイヤモンドエレクトリックホールディングス,東証スタンダード,電気機器,電機・精密,TOPIX Small 2
6701.T,日本電気,東証プライム,電気機器,電機・精密,TOPIX Large70
6702.T,富士通,東証プライム,電気機器,電機・精密,TOPIX Large70
6703.T,沖電気工業,東証プライム,電気機器,電機・精密,TOPIX Small 1
6706.T,電気興業,東証プライム,電気機器,電機・精密,TOPIX Small 2
6707.T,サンケン電気,東証プライム,電気機器,電機・精密,TOPIX Mid400
6718.T,アイホン,東証プライム,電気機器,電機・精密,TOPIX Small 2
6721.T,ウインテスト,東証スタンダード,電気機器,電機・精密,-
6723.T,ルネサスエレクトロニクス,東証プライム,電気機器,電機・精密,TOPIX Large70
6724.T,セイコーエプソン,東証プライム,電気機器,電機・精密,TOPIX Mid400
6727.T,ワコム,東証プライム,電気機器,電機・精密,TOPIX Small 1
6728.T,アルバック,東証プライム,電気機器,電機・精密,TOPIX Mid400
6730.T,アクセル,東証スタンダード,電気機器,電機・精密,TOPIX Small 2
6731.T,ピクセラ,東証スタンダード,電気機器,電機・精密,-
6736.T,サン電子,東証スタンダード,電気機器,電機・精密,-
6737.T,ＥＩＺＯ,東証プライム,電気機器,電機・精密,TOPIX Small 1
6740.T,ジャパンディスプレイ,東証プライム,電気機器,電機・精密,TOPIX Small 2
6741.T,日本信号,東証プライム,電気機器,電機・精密,TOPIX Small 2
6742.T,京三製作所,東証プライム,電気機器,電機・精密,TOPIX Small 2
6743.T,大同信号,東証スタンダード,電気機器,電機・精密,-
6744.T,能美防災,東証プライム,電気機器,電機・精密,TOPIX Small 1
6745.T,ホーチキ,東証プライム,電気機器,電機・精密,TOPIX Small 2
6748.T,星和電機,東証スタンダード,電気機器,電機・精密,-
6750.T,エレコム,東証プライム,電気機器,電機・精密,TOPIX Small 1
6752.T,パナソニック　ホールディングス,東証プライム,電気機器,電機・精密,TOPIX Large70
6753.T,シャープ,東証プライム,電気機器,電機・精密,TOPIX Mid400
6754.T,アンリツ,東証プライム,電気機器,電機・精密,TOPIX Mid400
6757.T,ＯＳＧコーポレーション,東証スタンダード,電気機器,電機・精密,-
6758.T,ソニーグループ,東証プライム,電気機器,電機・精密,TOPIX Core30
6762.T,ＴＤＫ,東証プライム,電気機器,電機・精密,TOPIX Large70
6763.T,帝国通信工業,東証プライム,電気機器,電機・精密,TOPIX Small 2
6768.T,タムラ製作所,東証プライム,電気機器,電機・精密,TOPIX Small 1
6769.T,ザインエレクトロニクス,東証スタンダード,電気機器,電機・精密,-
6770.T,アルプスアルパイン,東証プライム,電気機器,電機・精密,TOPIX Mid400
6771.T,池上通信機,東証スタンダード,電気機器,電機・精密,-
6772.T,東京コスモス電機,東証スタンダード,電気機器,電機・精密,-
6775.T,ＴＢグループ,東証スタンダード,電気機器,電機・精密,-
6776.T,天昇電気工業,東証スタンダード,化学,素材・化学,-
6777.T,ｓａｎｔｅｃ　Ｈｏｌｄｉｎｇｓ,東証スタンダード,電気機器,電機・精密,-
6778.T,アルチザネットワークス,東証スタンダード,電気機器,電機・精密,-
6779.T,日本電波工業,東証プライム,電気機器,電機・精密,TOPIX Small 2
6785.T,鈴木,東証プライム,電気機器,電機・精密,TOPIX Small 2
6786.T,ＲＶＨ,東証スタンダード,サービス業,情報通信・サービスその他,-
6787.T,メイコー,東証プライム,電気機器,電機・精密,TOPIX Small 1
6788.T,日本トリム,東証プライム,電気機器,電機・精密,TOPIX Small 2
6794.T,フォスター電機,東証プライム,電気機器,電機・精密,TOPIX Small 2
6797.T,名古屋電機工業,東証スタンダード,電気機器,電機・精密,-
6798.T,ＳＭＫ,東証プライム,電気機器,電機・精密,TOPIX Small 2
6800.T,ヨコオ,東証プライム,電気機器,電機・精密,TOPIX Small 2
6803.T,ティアック,東証スタンダード,電気機器,電機・精密,-
6804.T,ホシデン,東証プライム,電気機器,電機・精密,TOPIX Small 1
6806.T,ヒロセ電機,東証プライム,電気機器,電機・精密,TOPIX Mid400
6807.T,日本航空電子工業,東証プライム,電気機器,電機・精密,TOPIX Small 1
6809.T,ＴＯＡ,東証プライム,電気機器,電機・精密,TOPIX Small 2
6810.T,マクセル,東証プライム,電気機器,電機・精密,TOPIX Small 1
6814.T,古野電気,東証プライム,電気機器,電機・精密,TOPIX Small 1
6817.T,スミダコーポレーション,東証プライム,電気機器,電機・精密,TOPIX Small 2
6819.T,伊豆シャボテンリゾート,東証スタンダード,サービス業,情報通信・サービスその他,-
6820.T,アイコム,東証プライム,電気機器,電機・精密,TOPIX Small 2
6822.T,大井電気,東証スタンダード,電気機器,電機・精密,-
6823.T,リオン,東証プライム,電気機器,電機・精密,TOPIX Small 2
6824.T,新コスモス電機,東証スタンダード,電気機器,電機・精密,-
6832.T,アオイ電子,東証スタンダード,電気機器,電機・精密,-
6834.T,精工技研,東証スタンダード,電気機器,電機・精密,-
6835.T,アライドテレシスホールディングス,東証スタンダード,電気機器,電機・精密,-
6836.T,ぷらっとホーム,東証スタンダード,電気機器,電機・精密,-
6837.T,京写,東証スタンダード,電気機器,電機・精密,-
6838.T,多摩川ホールディングス,東証スタンダード,電気機器,電機・精密,-
6840.T,ＡＫＩＢＡホールディングス,東証スタンダード,電気機器,電機・精密,-
6841.T,横河電機,東証プライム,電気機器,電機・精密,TOPIX Mid400
6844.T,新電元工業,東証プライム,電気機器,電機・精密,TOPIX Small 2
6845.T,アズビル,東証プライム,電気機器,電機・精密,TOPIX Mid400
6848.T,東亜ディーケーケー,東証スタンダード,電気機器,電機・精密,-
6849.T,日本光電工業,東証プライム,電気機器,電機・精密,TOPIX Mid400
6850.T,チノー,東証プライム,電気機器,電機・精密,TOPIX Small 2
6853.T,共和電業,東証スタンダード,電気機器,電機・精密,-
6855.T,日本電子材料,東証スタンダード,電気機器,電機・精密,TOPIX Small 2
6856.T,堀場製作所,東証プライム,電気機器,電機・精密,TOPIX Mid400
6857.T,アドバンテスト,東証プライム,電気機器,電機・精密,TOPIX Core30
6858.T,小野測器,東証スタンダード,電気機器,電機・精密,-
6859.T,エスペック,東証プライム,電気機器,電機・精密,TOPIX Small 1
6861.T,キーエンス,東証プライム,電気機器,電機・精密,TOPIX Core30
6862.T,ミナトホールディングス,東証スタンダード,電気機器,電機・精密,-
6863.T,ニレコ,東証スタンダード,電気機器,電機・精密,-
6864.T,エヌエフホールディングス,東証スタンダード,電気機器,電機・精密,-
6866.T,日置電機,東証プライム,電気機器,電機・精密,TOPIX Small 1
6867.T,リーダー電子,東証スタンダード,電気機器,電機・精密,-
6869.T,シスメックス,東証プライム,電気機器,電機・精密,TOPIX Mid400
6870.T,日本フェンオール,東証スタンダード,電気機器,電機・精密,-
6871.T,日本マイクロニクス,東証プライム,電気機器,電機・精密,TOPIX Small 1
6874.T,協立電機,東証スタンダード,電気機器,電機・精密,-
6875.T,メガチップス,東証プライム,電気機器,電機・精密,TOPIX Small 1
6877.T,ＯＢＡＲＡ　ＧＲＯＵＰ,東証スタンダード,電気機器,電機・精密,TOPIX Small 2
6882.T,三社電機製作所,東証スタンダード,電気機器,電機・精密,-
6888.T,アクモス,東証スタンダード,情報・通信業,情報通信・サービスその他,-
6890.T,フェローテック,東証スタンダード,電気機器,電機・精密,-
6894.T,パルステック工業,東証スタンダード,電気機器,電機・精密,-
6897.T,ツインバード,東証スタンダード,電気機器,電機・精密,-
6898.T,トミタ電機,東証スタンダード,電気機器,電機・精密,-
6899.T,ＡＳＴＩ,東証スタンダード,電気機器,電機・精密,-
6902.T,デンソー,東証プライム,輸送用機器,自動車・輸送機,TOPIX Large70
6904.T,原田工業,東証スタンダード,電気機器,電機・精密,-
6905.T,コーセル,東証プライム,電気機器,電機・精密,TOPIX Small 2
6907.T,ジオマテック,東証スタンダード,電気機器,電機・精密,-
6908.T,イリソ電子工業,東証プライム,電気機器,電機・精密,TOPIX Small 1
6912.T,菊水ホールディングス,東証スタンダード,電気機器,電機・精密,-
6914.T,オプテックスグループ,東証プライム,電気機器,電機・精密,TOPIX Small 1
6915.T,千代田インテグレ,東証スタンダード,電気機器,電機・精密,TOPIX Small 2
6918.T,アバールデータ,東証スタンダード,電気機器,電機・精密,-
6919.T,ケル,東証スタンダード,電気機器,電機・精密,-
6920.T,レーザーテック,東証プライム,電気機器,電機・精密,TOPIX Large70
6923.T,スタンレー電気,東証プライム,電気機器,電機・精密,TOPIX Mid400
6925.T,ウシオ電機,東証プライム,電気機器,電機・精密,TOPIX Mid400
6926.T,岡谷電機産業,東証スタンダード,電気機器,電機・精密,-
6927.T,ヘリオス　テクノ　ホールディング,東証スタンダード,電気機器,電機・精密,-
6928.T,エノモト,東証スタンダード,電気機器,電機・精密,-
6929.T,日本セラミック,東証プライム,電気機器,電機・精密,TOPIX Small 1
